,answers,correct,correct_letter,question,question_POS,source,style-pairs_layer-0,style-single_layer-0,style-pairs_layer-1,style-single_layer-1,style-pairs_layer-2,style-single_layer-2,style-pairs_layer-all,style-single_layer-all
363,"[[['shovel', 'dirt'], ['n', 'n']], [['alarm', 'clock'], ['n', 'n']], [['barrier', 'intrusion'], ['n', 'n']], [['signal', 'reception'], ['n', 'n']], [['light', 'illumination'], ['n', 'n']]]","[['light', 'illumination'], ['n', 'n']]",e,"['siren', 'warning']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
364,"[[['interlude', 'musical'], ['n', 'n']], [['conclusion', 'argument'], ['n', 'n']], [['foreword', 'novel'], ['n', 'n']], [['epilogue', 'address'], ['n', 'n']], [['premiere', 'performance'], ['n', 'n']]]","[['foreword', 'novel'], ['n', 'n']]",c,"['preamble', 'statute']","['n', 'n']",190 FROM REAL SATs,0,0,1,1,1,1,1,1
365,"[[['promising', 'achievement'], ['a', 'n']], [['vindictive', 'vengeance'], ['a', 'n']], [['precocious', 'youth'], ['a', 'n']], [['concerned', 'empathy'], ['a', 'n']], [['cruel', 'mercy'], ['a', 'n']]]","[['vindictive', 'vengeance'], ['a', 'n']]",b,"['hedonistic', 'pleasure']","['a', 'n']",190 FROM REAL SATs,0,0,1,0,1,1,1,1
366,"[[['title', 'play'], ['n', 'n']], [['subject', 'digression'], ['n', 'n']], [['guideline', 'policy'], ['n', 'n']], [['theme', 'essay'], ['n', 'n']], [['footnote', 'text'], ['n', 'n']]]","[['theme', 'essay'], ['n', 'n']]",d,"['topic', 'discourse']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
367,"[[['housemates', 'residence'], ['n', 'n']], [['faculty', 'scholarship'], ['n', 'n']], [['idols', 'worship'], ['n', 'n']], [['kin', 'reunion'], ['n', 'n']], [['authors', 'anthology'], ['n', 'n']]]","[['housemates', 'residence'], ['n', 'n']]",a,"['contemporaries', 'age']","['n', 'n']",190 FROM REAL SATs,1,1,0,1,0,0,0,0
368,"[[['silent', 'talk'], ['a', 'v']], [['humorous', 'laugh'], ['a', 'v']], [['dangerous', 'risk'], ['a', 'v']], [['deceitful', 'cheat'], ['a', 'v']], [['gracious', 'accept'], ['a', 'v']]]","[['deceitful', 'cheat'], ['a', 'v']]",d,"['querulous', 'complain']","['a', 'v']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
369,"[[['pouch', 'kangaroo'], ['n', 'n']], [['root', 'soil'], ['n', 'n']], [['drop', 'water'], ['n', 'n']], [['bark', 'tree'], ['n', 'n']], [['egg', 'bird'], ['n', 'n']]]","[['egg', 'bird'], ['n', 'n']]",e,"['seed', 'plant']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
370,"[[['monarch', 'castle'], ['n', 'n']], [['child', 'parent'], ['n', 'n']], [['volume', 'bookcase'], ['n', 'n']], [['watch', 'timepiece'], ['n', 'n']], [['wax', 'candle'], ['n', 'n']]]","[['watch', 'timepiece'], ['n', 'n']]",d,"['sandal', 'footwear']","['n', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
371,"[[['sue', 'lawyer'], ['v', 'n']], [['hire', 'employee'], ['v', 'n']], [['pose', 'painter'], ['v', 'n']], [['pay', 'debtor'], ['v', 'n']], [['purchase', 'buyer'], ['v', 'n']]]","[['hire', 'employee'], ['v', 'n']]",b,"['rent', 'property']","['v', 'n']",190 FROM REAL SATs,0,0,0,0,0,0,0,0
372,"[[['bard', 'poetry'], ['n', 'n']], [['crescendo', 'scale'], ['n', 'n']], [['lyricist', 'melody'], ['n', 'n']], [['portrait', 'photography'], ['n', 'n']], [['critic', 'performance'], ['n', 'n']]]","[['bard', 'poetry'], ['n', 'n']]",a,"['virtuoso', 'music']","['n', 'n']",190 FROM REAL SATs,1,1,1,1,1,1,1,1
